han	han+Pcle
Hyltenstam	Hyltenstam+N+Prop+Sem/Sur+Sg+Gen
Hyltenstam	Hyltenstam+N+Prop+Sem/Sur+Sg+Nom

huvdejedje	huvdet+V+TV+Ind+Prt+Pl3

hutkosat	hutkkus+N+Pl+Nom





hutkkai	hutkat+V+TV+Ind+Prt+Sg3
hutkkai	hutkat+V+TV+Ind+Prt+Err/Orth+Sg3

hutket	hutkat+V+TV+Ind+Prs+Pl3
hutket	hutkat+V+TV+Ind+Prt+Sg2
hutket	hutkat+V+TV+Imprt+Pl2



hutkamiid	hutkan+N+Pl+Acc
hutkamiid	hutkan+N+Pl+Gen

hutkájin	hutkái+A+Ess


huššan	hušša+N+Ess
huššan	huššat+V+IV+PrfPrc
huššan	huššat+V+IV+Actio+Gen
huššan	huššat+V+IV+Actio+Nom
huššan	huššat+V+IV+Ind+Prt+ConNeg

hušša	hušša+N+Sg+Nom

Huss	Huss+N+Prop+Sem/Sur+Attr
Huss	Huss+N+Prop+Sem/Sur+Sg+Acc
Huss	Huss+N+Prop+Sem/Sur+Sg+Gen
Huss	Huss+N+Prop+Sem/Sur+Sg+Nom

husmoras	husmora+Err/Lex+N+Sg+Loc

huškumis	huškun+N+Sg+Loc
huškumis	huškut+V+TV+Actio+Loc




huškkohallamis	huškkohallat+V+IV+Pass+Actio+Loc

huškkohalat	huškkohallat+V+IV+Pass+Ind+Prs+Sg2

Huškkastin	huškkastit+V+TV+Ind+Prt+Sg1

hurrá	hurrat+V+IV+Ind+Prs+Sg3

hurggii	hurgit+V+IV+Ind+Prt+Sg3
hurggii	hurgit+V+IV+Ind+Prt+Err/Orth+Sg3



hupmui	hupmu+N+Sg+Ill
hupmui	hupmu+N+Err/Orth+Sg+Ill






hupma	hupma+N+Sg+Nom

huovádussan	huovádus+N+Ess

huomidii	huomihit+Err/Orth+V+TV+Ind+Prt+Sg3

huoi	huoi+Interj

humu	hupmu+N+Sg+Acc
humu	hupmu+N+Sg+Gen

humanitára	humanitára+A+Attr
humanitára	humanitára+A+Sg+Acc
humanitára	humanitára+A+Sg+Gen
humanitára	humanitára+A+Sg+Nom




huksenfitnodagas	huksenfitnodat+N+Sg+Loc


huksejupmi	huksejupmi+N+Sg+Nom

huksejupmái	huksejupmi+N+Sg+Ill

huksejumis	huksejupmi+N+Sg+Loc

huksehusbargguiguin	huksehusbargu+N+Err/Orth+Pl+Com
huksehusbargguiguin	huksehusbargu+N+Pl+Com



hujut	hudju+Err/Orth+A+Pl+Nom
hujut	hudju+Err/Orth+A+Comp+Attr
hujut	hudju+Err/Orth+A+Comp+Sg+Nom
hujut	hudju+A+Pl+Nom
hujut	hudju+A+Comp+Attr
hujut	hudju+A+Comp+Sg+Nom

huikkii	huoikit+V+TV+Ind+Prt+Sg3
huikkii	huoikit+V+TV+Ind+Prt+Err/Orth+Sg3
huikkii	huikit+V+IV+Ind+Prt+Sg3
huikkii	huikit+V+IV+Ind+Prt+Err/Orth+Sg3

huikki	huikit+V+IV+VGen

huikkas	huikkas+N+Sg+Nom

huikkán	huikit+V+IV+Ind+Prs+Sg1

huikkádii	huikkádit+V+IV+Ind+Prt+Sg3

huikit	huikit+V+IV+Inf
huikit	huikit+V+IV+Imprt+Pl2
huikit	huikit+V+IV+Ind+Prs+Pl1

huiki	huikit+V+IV+PrsPrc
huiki	huikit+V+IV+Imprt+Du2

huiken	huoikit+V+TV+Ind+Prt+Sg1
huiken	huikit+V+IV+Ind+Prt+Sg1

Hovvii	hoavva+N+Sg+Ill

hovrriid	hoavri+N+Err/Orth+Pl+Acc
hovrriid	hoavri+N+Err/Orth+Pl+Gen
hovrriid	hoavri+N+Pl+Acc
hovrriid	hoavri+N+Pl+Gen
hovrriid	hovrriidit+V+IV+Imprt+ConNeg
hovrriid	hovrriidit+V+IV+Imprt+Sg2
hovrriid	hovrriidit+V+IV+Ind+Prs+ConNeg

hovden	hovden+N+Sg+Gen
hovden	hovden+N+Sg+Nom
hovden	hovdet+V+TV+PrfPrc
hovden	hovdet+V+TV+Ind+Prs+Sg1
hovden	hovdet+V+TV+Actio+Gen
hovden	hovdet+V+TV+Actio+Nom
hovden	hovdet+V+TV+Ind+Prt+ConNeg

hospiteret	hospiteret+V+TV+Inf
hospiteret	hospiteret+V+TV+Ind+Prs+Pl1
hospiteret	hospiteret+V+TV+Ind+Prs+Sg2

hospiterenortnegiidda	hospiterenortnet+N+Pl+Ill

hospiterenortnega	hospiterenortnet+N+Sg+Acc
hospiterenortnega	hospiterenortnet+N+Sg+Gen

hospiteren	hospiteren+N+Sg+Gen
hospiteren	hospiteren+N+Sg+Nom
hospiteren	hospiteret+V+TV+PrfPrc
hospiteren	hospiteret+V+TV+Ind+Prs+Sg1
hospiteren	hospiteret+V+TV+Actio+Gen
hospiteren	hospiteret+V+TV+Actio+Nom
hospiteren	hospiteret+V+TV+Ind+Prt+ConNeg

Hospiteren	hospiteren+N+Sg+Gen
Hospiteren	hospiteren+N+Sg+Nom
Hospiteren	hospiteret+V+TV+PrfPrc
Hospiteren	hospiteret+V+TV+Ind+Prs+Sg1
Hospiteren	hospiteret+V+TV+Actio+Gen
Hospiteren	hospiteret+V+TV+Actio+Nom
Hospiteren	hospiteret+V+TV+Ind+Prt+ConNeg

hospiteremis	hospiteren+N+Sg+Loc
hospiteremis	hospiteret+V+TV+Actio+Loc

Hospitálas	hospitála+N+Sg+Loc

honorárat	honorára+N+Pl+Nom

honoráraide	honorára+N+Pl+Ill
honoráraide	honorára+N+Err/Orth+Pl+Ill

hommet	hommet+N+Sg+Nom
hommet	hommet+N+Sg+Acc+Err/Orth
hommet	hommet+N+Sg+Gen+Err/Orth
hommet	hommet+V+TV+Inf
hommet	hommet+V+TV+Ind+Prs+Pl1
hommet	hommet+V+TV+Ind+Prs+Sg2

hommemin	hommet+V+TV+Actio+Ess

hommáiga	hommát+V+IV+Ind+Prt+Du3



hoidun	hoidu+N+Ess

hoidui	hoidu+N+Sg+Ill

hoidii	hoidet+V+TV+Ind+Prt+Sg3

hoidejit	hoidet+V+TV+Ind+Prs+Pl3
hoidejit	hoidet+V+TV+Ind+Prt+Sg2

hoidejedje	hoidet+V+TV+Ind+Prt+Pl3

hoiddu	hoidu+N+Sg+Acc
hoiddu	hoidu+N+Sg+Gen

hohpohallat	hohpohallat+V+IV+Inf
hohpohallat	hohpohallat+V+IV+Ind+Prs+Pl1

hohkahii	hohkahit+V+TV+Ind+Prt+Sg3

hoavrrista	hoavrristit+V+IV+Ind+Prs+Sg3

hoavrrestin	hoavrrestit+V+IV+Ind+Prt+Sg1



hoallan	hoalla+N+Ess
hoallan	hoallat+V+TV+PrfPrc
hoallan	hoallat+V+TV+Actio+Gen
hoallan	hoallat+V+TV+Actio+Nom
hoallan	hoallat+V+TV+Ind+Prt+ConNeg

hoallá	hoallat+V+TV+Ind+Prs+Sg3

hoalddaheamit	hoalddaheapme+A+Pl+Nom

Hoalaide	hoalla+N+Err/Orth+Pl+Ill
Hoalaide	hoalla+N+Pl+Ill
Hoalaide	hoallat+V+TV+Ind+Prt+Du2
Hoalaide	hoallat+V+TV+Ind+Prt+Err/Orth+Du2

hoala	hoalla+N+Sg+Acc
hoala	hoalla+N+Sg+Gen
hoala	hoallat+V+TV+VGen
hoala	hoallat+V+TV+Imprt+ConNeg
hoala	hoallat+V+TV+Imprt+Sg2
hoala	hoallat+V+TV+Ind+Prs+ConNeg

hoahpuhit	hoahpuhit+V+TV+Inf
hoahpuhit	hoahpuhit+V+TV+Ind+Prs+Pl1
hoahpuhit	hoahpuhit+V+TV+Ind+Prs+Pl3
hoahpuhit	hoahpuhit+V+TV+Ind+Prt+Sg2
hoahpuhit	hoahpuheapme+A+Comp+Attr
hoahpuhit	hoahpuheapme+A+Comp+Sg+Nom

hoahpuhedje	hoahpuhit+V+TV+Ind+Prt+Pl3

hoahkamat	hoahkan+N+Pl+Nom

hoahká	hoahkat+V+TV+Ind+Prs+Sg3


hm	hm+Interj

hivvehallá	hivvehallat+V+IV+Ind+Prs+Sg3

hivssetuvssaide	hivssetuksa+N+Err/Orth+Pl+Ill
hivssetuvssaide	hivssetuksa+N+Pl+Ill

Hivsset	hivsset+N+Sg+Nom
Hivsset	hivsset+N+Sg+Acc+Err/Orth
Hivsset	hivsset+N+Sg+Gen+Err/Orth



historihkkárat	historihkkár+N+Pl+Nom

historihkkára	historihkkár+N+Sg+Acc
historihkkára	historihkkár+N+Sg+Gen

Historihkkár	historihkkár+N+Sg+Acc+Err/Orth
Historihkkár	historihkkár+N+Sg+Gen+Err/Orth
Historihkkár	historihkkár+N+Sg+Nom

hirra	hirra+N+Sg+Nom

hirpmusin	hirpmus+A+Ess

hirpmat	hirbma+N+Pl+Nom
hirpmat	hirpmahit+V+TV+Imprt+ConNeg
hirpmat	hirpmahit+V+TV+Imprt+Sg2
hirpmat	hirpmahit+V+TV+Ind+Prs+ConNeg

Hirpmástuvven	hirpmástuvvat+V+IV+Ind+Prt+Sg1

hirpmástuvvamiin	hirpmástuvvat+V+IV+Actio+Com

hirpmástuvaimet	hirpmástuvvat+V+IV+Ind+Prt+Err/Orth+Pl1
hirpmástuvaimet	hirpmástuvvat+V+IV+Ind+Prt+Pl1

hirpmástuhttet	hirpmástuhttit+V+TV+Ind+Prs+Pl3
hirpmástuhttet	hirpmástuhttit+V+TV+Ind+Prt+Sg2
hirpmástuhttet	hirpmástuhttit+V+TV+Imprt+Pl2

hirpmáhuvvan	hirpmahuvvat+Err/Orth+V+IV+PrfPrc
hirpmáhuvvan	hirpmahuvvat+Err/Orth+V+IV+Actio+Gen
hirpmáhuvvan	hirpmahuvvat+Err/Orth+V+IV+Actio+Nom
hirpmáhuvvan	hirpmahuvvat+Err/Orth+V+IV+Ind+Prt+ConNeg

hirpmahuvaimet	hirpmahuvvat+V+IV+Ind+Prt+Err/Orth+Pl1
hirpmahuvaimet	hirpmahuvvat+V+IV+Ind+Prt+Pl1

hirpmahuvai	hirpmahuvvat+V+IV+Ind+Prt+Sg3
hirpmahuvai	hirpmahuvvat+V+IV+Ind+Prt+Err/Orth+Sg3


hirbmos	hirpmus+A+Sg+Acc+Err/Orth
hirbmos	hirpmus+A+Sg+Gen+Err/Orth

hirbmatlaš	hirbmatlaš+A+Attr
hirbmatlaš	hirbmatlaš+A+Sg+Nom

hiŋgaliidda	hiŋggal+N+Pl+Ill

hiŋgaliid	hiŋggal+N+Pl+Acc
hiŋgaliid	hiŋggal+N+Pl+Gen

hiŋgalii	hiŋggal+N+Sg+Ill

himihii	himihit+V+IV+Ind+Prt+Sg3

himáhallá	himáhallat+V+IV+Ind+Prs+Sg3

himáhaladettiin	himáhallat+V+IV+Ger

hilljánit	hillján+A+Comp+Attr
hilljánit	hillján+A+Comp+Sg+Nom

hilljánis	hillján+A+Sg+Loc
hilljánis	hillján+A+Attr

hiljážit	hiljážit+Adv

hiljánit	hillján+Err/Orth+A+Comp+Attr
hiljánit	hillján+Err/Orth+A+Comp+Sg+Nom

Hiljánit	hillján+Err/Orth+A+Comp+Attr
Hiljánit	hillján+Err/Orth+A+Comp+Sg+Nom


hilbošit	hilbošit+V+IV+Inf
hilbošit	hilbošit+V+IV+Ind+Prt+Sg2
hilbošit	hilbošit+V+IV+Ind+Prs+Pl1
hilbošit	hilbošit+V+IV+Ind+Prs+Pl3


hilbbohalle	hilbbohallat+V+IV+Ind+Prs+Du1
hilbbohalle	hilbbohallat+V+IV+Ind+Prt+Pl3

hilaštii	hilaštit+V+IV+Ind+Prt+Sg3

hiehpan	hiehpat+V+IV+PrfPrc
hiehpan	hiehpat+V+IV+Actio+Gen
hiehpan	hiehpat+V+IV+Actio+Nom
hiehpan	hiehpat+V+IV+Ind+Prt+ConNeg

hiđis	hiđis+A+Sg+Nom
hiđis	hiđis+A+Attr

hiddjideame	hiddjidit+V+TV+Actio+Ess

hiddjádussan	hiddjádus+N+Ess

hevvui	heavvu+N+Sg+Ill

hevii	heava+A+Sg+Ill

hervvošin	hervvošit+V+TV+Ind+Prt+Sg1

hervet	hervet+V+TV+Inf
hervet	hervet+V+TV+Ind+Prs+Pl1
hervet	hervet+V+TV+Ind+Prs+Sg2

hervendáidda	hervendáidda+N+Sg+Nom


herve	hervet+V+TV+VGen
herve	hervet+V+TV+Imprt+ConNeg
herve	hervet+V+TV+Imprt+Sg2
herve	hervet+V+TV+Ind+Prs+ConNeg
herve	hervet+V+TV+Ind+Prs+Sg3

herskkuid	hersko+N+Err/Orth+Pl+Acc
herskkuid	hersko+N+Err/Orth+Pl+Gen
herskkuid	hersko+N+Pl+Acc
herskkuid	hersko+N+Pl+Gen

herskkot	hersko+N+Pl+Nom

heŋgii	heŋge+N+Sg+Ill
heŋgii	heŋget+V+TV+Ind+Prt+Sg3

heŋgejin	heŋget+V+TV+Ind+Prt+Sg1

heŋgehagaide	heŋgehat+N+Pl+Ill
heŋgehagaide	heŋgehat+N+Err/Orth+Pl+Ill

hellodatustibiidda	hellodatustit+N+Pl+Ill

hellodatustibiid	hellodatustit+N+Pl+Acc
hellodatustibiid	hellodatustit+N+Pl+Gen

Hellodatustibat	hellodatustit+N+Pl+Nom


heivemeahttumin	heivemeahttun+A+Ess

heivemeahttumat	heivemeahttun+A+Pl+Nom

heivehusat	heivehus+N+Pl+Nom



Hedmárkulačča	hedmárkulaš+N+Sg+Acc
Hedmárkulačča	hedmárkulaš+N+Sg+Gen


heavvun	heavvu+N+Ess


heavvalbeaŋkkaid	heavvalbeaŋka+N+Err/Orth+Pl+Acc
heavvalbeaŋkkaid	heavvalbeaŋka+N+Err/Orth+Pl+Gen
heavvalbeaŋkkaid	heavvalbeaŋka+N+Pl+Acc
heavvalbeaŋkkaid	heavvalbeaŋka+N+Pl+Gen

heavvalastit	heavvalastit+V+TV+Inf
heavvalastit	heavvalastit+V+TV+Imprt+Pl2
heavvalastit	heavvalastit+V+TV+Ind+Prs+Pl1

heavahedje	heavahit+V+TV+Ind+Prt+Pl3







hearvvain	hearva+N+Err/Orth+Pl+Loc
hearvvain	hearva+N+Err/Orth+Sg+Com
hearvvain	hearva+N+Pl+Loc
hearvvain	hearva+N+Sg+Com

hearvarásiid	hearvarássi+N+Err/Orth+Pl+Acc
hearvarásiid	hearvarássi+N+Err/Orth+Pl+Gen
hearvarásiid	hearvarássi+N+Pl+Acc
hearvarásiid	hearvarássi+N+Pl+Gen

hearvámus	hearvái+A+Superl+Attr
hearvámus	hearvái+A+Superl+Sg+Nom


hearva	hearva+N+Sg+Nom

Hearva	hearva+N+Sg+Nom


hearggástallan	hearggástallat+V+IV+PrfPrc
hearggástallan	hearggástallat+V+IV+Actio+Gen
hearggástallan	hearggástallat+V+IV+Actio+Nom
hearggástallan	hearggástallat+V+IV+Ind+Prt+ConNeg

heargereagaid	heargereahka+N+Err/Orth+Pl+Acc
heargereagaid	heargereahka+N+Err/Orth+Pl+Gen
heargereagaid	heargereahka+N+Pl+Acc
heargereagaid	heargereahka+N+Pl+Gen


heaŋgguimet	heaŋgut+V+TV+Ind+Prt+Err/Orth+Pl1
heaŋgguimet	heaŋgut+V+TV+Ind+Prt+Pl1

heaŋgasan	heaŋgasit+V+IV+PrfPrc
heaŋgasan	heaŋgasit+V+IV+Actio+Gen
heaŋgasan	heaŋgasit+V+IV+Actio+Nom
heaŋgasan	heaŋgasit+V+IV+Ind+Prt+ConNeg
heaŋgasan	heaŋgasit+V+IV+Ind+Prs+Sg1

heaŋgájedje	heaŋgát+V+IV+Ind+Prt+Pl3

heaŋgái	heaŋgát+V+IV+Ind+Prt+Sg3

heammástuvan	heammástuvvat+V+IV+Ind+Prs+Sg1


healpput	healpu+A+Pl+Nom
healpput	healpu+A+Comp+Attr
healpput	healpu+A+Comp+Sg+Nom

healppubut	healpu+A+Comp+Pl+Nom

healppos	healpu+A+Attr



heakkahuhttit	heakkahuhttit+V+TV+Inf
heakkahuhttit	heakkahuhttit+V+TV+Imprt+Pl2
heakkahuhttit	heakkahuhttit+V+TV+Ind+Prs+Pl1


heajosmahtášii	heajosmahttit+V+TV+Cond+Prs+Sg3
heajosmahtášii	heajosmahttit+V+TV+Cond+Prs+Err/Orth+Sg3





heahttái	heahttái+A+Sg+Nom


heahtašuvai	heahtašuvvat+V+IV+Ind+Prt+Sg3
heahtašuvai	heahtašuvvat+V+IV+Ind+Prt+Err/Orth+Sg3

heahpatvuohta	heahpatvuohta+N+Sg+Nom

heahpatvuođas	heahpatvuohta+N+Sg+Loc

heahpatmeahttumit	heahpatmeahttumit+Adv

heahpatmeahttumis	heahpatmeahttun+A+Sg+Loc

Heahpatčiehka	heahpatčiehka+N+Sg+Nom

heahpatčiegas	heahpatčiehka+N+Sg+Loc

heahpanatta	heahpanaddat+V+IV+VGen
heahpanatta	heahpanaddat+V+IV+Imprt+ConNeg
heahpanatta	heahpanaddat+V+IV+Imprt+Sg2
heahpanatta	heahpanaddat+V+IV+Ind+Prs+ConNeg

heahpanadden	heahpanaddat+V+IV+Ind+Prt+Sg1

heahpanaddamin	heahpanaddat+V+IV+Actio+Ess

heahpadis	heahpat+N+Sg+Loc

heahkkalasttiimet	heahkkalastit+V+TV+Ind+Prt+Err/Orth+Pl1
heahkkalasttiimet	heahkkalastit+V+TV+Ind+Prt+Pl1





heađuštusat	heađuštus+N+Pl+Nom

heađuštivččii	heađuštit+V+TV+Cond+Prs+Sg3
heađuštivččii	heađuštit+V+TV+Cond+Prs+Err/Orth+Sg3

heađástuvvamis	heađástuvvat+V+IV+Actio+Loc

heađástuvan	heađástuvvat+V+IV+Ind+Prs+Sg1

heabuheapmen	heabuheapme+A+Ess+Err/Orth

Heabu	heahpu+N+Sg+Acc
Heabu	heahpu+N+Sg+Gen



hávvudeimmet	hávvudit+V+TV+Ind+Prt+Pl1


hávvudeamen	hávvudit+V+TV+Actio+Ess




hávváduvai	hávváduvvat+V+IV+Ind+Prt+Sg3
hávváduvai	hávváduvvat+V+IV+Ind+Prt+Err/Orth+Sg3


hávskkohalaimet	hávskkohallat+V+IV+Ind+Prt+Err/Orth+Pl1
hávskkohalaimet	hávskkohallat+V+IV+Ind+Prt+Pl1

hávrra	hávrra+A+Sg+Nom
hávrra	hávrra+A+Attr

hávkka	hávka+N+Sg+Acc
hávkka	hávka+N+Sg+Gen
hávkka	hávkka+N+Sg+Nom
hávkka	hávkat+V+IV+VGen
hávkka	hávkat+V+IV+Imprt+ConNeg
hávkka	hávkat+V+IV+Imprt+Sg2
hávkka	hávkat+V+IV+Ind+Prs+ConNeg

hávkan	hávka+N+Ess
hávkan	hávkat+V+IV+PrfPrc
hávkan	hávkat+V+IV+Actio+Gen
hávkan	hávkat+V+IV+Actio+Nom
hávkan	hávkat+V+IV+Ind+Prt+ConNeg

hávká	hávkat+V+IV+Ind+Prs+Sg3

Haviken	Haviken+Err/Orth+N+Prop+Sem/Sur+Sg+Acc
Haviken	Haviken+Err/Orth+N+Prop+Sem/Sur+Sg+Gen
Haviken	Haviken+Err/Orth+N+Prop+Sem/Sur+Sg+Nom
Haviken	Haviken+Err/Orth+N+Prop+Sem/Plc+Sg+Acc
Haviken	Haviken+Err/Orth+N+Prop+Sem/Plc+Sg+Gen
Haviken	Haviken+Err/Orth+N+Prop+Sem/Plc+Sg+Nom
Haviken	Haviken+N+Prop+Sem/Sur+Attr
Haviken	Haviken+N+Prop+Sem/Sur+Sg+Nom
Haviken	Haviken+N+Prop+Sem/Plc+Attr
Haviken	Haviken+N+Prop+Sem/Plc+Sg+Nom

hávdádusas	hávdádus+N+Sg+Loc

Haugesunddas	Haugesund+N+Prop+Sem/Plc+Err/Orth+Sg+Loc
Haugesunddas	Haugesund+N+Prop+Sem/Sur+Err/Orth+Sg+Loc

Hatta	Hatt+N+Prop+Sem/Sur+Sg+Acc
Hatta	Hatt+N+Prop+Sem/Sur+Sg+Gen

Hás	hás+Pcle

hárvelohkosaš	hárvelohkosaš+A+Sg+Nom
hárvelohkosaš	hárvelohkosaš+A+Attr


hárjehusgirjjiid	hárjehusgirji+N+Err/Orth+Pl+Acc
hárjehusgirjjiid	hárjehusgirji+N+Err/Orth+Pl+Gen
hárjehusgirjjiid	hárjehusgirji+N+Pl+Acc
hárjehusgirjjiid	hárjehusgirji+N+Pl+Gen

hárjehusain	hárjehus+N+Pl+Loc
hárjehusain	hárjehus+N+Sg+Com
hárjehusain	hárjehus+N+Err/Orth+Pl+Loc
hárjehusain	hárjehus+N+Err/Orth+Sg+Com

hárjehusaid	hárjehus+N+Pl+Acc
hárjehusaid	hárjehus+N+Pl+Gen
hárjehusaid	hárjehus+N+Err/Orth+Pl+Acc
hárjehusaid	hárjehus+N+Err/Orth+Pl+Gen


hárjehaddan	hárjehaddan+N+Sg+Gen
hárjehaddan	hárjehaddan+N+Sg+Nom
hárjehaddan	hárjehaddat+V+TV+PrfPrc
hárjehaddan	hárjehaddat+V+TV+Actio+Gen
hárjehaddan	hárjehaddat+V+TV+Actio+Nom
hárjehaddan	hárjehaddat+V+TV+Ind+Prt+ConNeg


hárddašii	hárddašit+V+TV+Ind+Prt+Sg3

hárdašuvvá	hárdašuvvat+V+IV+Ind+Prs+Sg3

harcen	harcet+V+TV+PrfPrc
harcen	harcet+V+TV+Ind+Prs+Sg1
harcen	harcet+V+TV+Actio+Gen
harcen	harcet+V+TV+Actio+Nom
harcen	harcet+V+TV+Ind+Prt+ConNeg


Hápmanis	hápman+N+Sg+Loc

Hápmanii	hápman+N+Sg+Ill


hápman	hápma+N+Ess
hápman	hápman+N+Sg+Acc+Err/Orth
hápman	hápman+N+Sg+Gen+Err/Orth
hápman	hápman+N+Sg+Nom

Hansen-rohkki	Hansen-rohkki+N+Sg+Nom

háŋkii	háŋka+N+Sg+Ill
háŋkii	háŋket+V+TV+Ind+Prt+Sg3

hándalis	hánddal+N+Sg+Loc
hándalis	hándal+N+Sg+Loc

Hamnvikii	Hamnvik+N+Prop+Sem/Sur+Sg+Ill

hámman	hámman+N+Sg+Acc+Err/Orth
hámman	hámman+N+Sg+Gen+Err/Orth
hámman	hámman+N+Sg+Nom

hámaid	hápma+N+Err/Orth+Pl+Acc
hámaid	hápma+N+Err/Orth+Pl+Gen
hámaid	hápma+N+Pl+Acc
hámaid	hápma+N+Pl+Gen

háma	hápma+N+Sg+Acc
háma	hápma+N+Sg+Gen


hállamuš	hállamuš+N+Sg+Nom




háliidusat	háliidus+N+Pl+Nom

háliidusaid	háliidus+N+Pl+Acc
háliidusaid	háliidus+N+Pl+Gen
háliidusaid	háliidus+N+Err/Orth+Pl+Acc
háliidusaid	háliidus+N+Err/Orth+Pl+Gen



hálggu	hálgu+N+Sg+Acc
hálggu	hálgu+N+Sg+Gen




hakso	haksit+V+TV+ConNegII
hakso	haksot+V+IV+VGen
hakso	haksot+V+IV+Imprt+ConNeg
hakso	haksot+V+IV+Imprt+Sg2
hakso	haksot+V+IV+Ind+Prs+ConNeg
hakso	haksot+V+IV+Ind+Prs+Sg3

Hakso	haksit+V+TV+ConNegII
Hakso	haksot+V+IV+VGen
Hakso	haksot+V+IV+Imprt+ConNeg
Hakso	haksot+V+IV+Imprt+Sg2
Hakso	haksot+V+IV+Ind+Prs+ConNeg
Hakso	haksot+V+IV+Ind+Prs+Sg3

haksit	haksit+V+TV+Inf
haksit	haksit+V+TV+Imprt+Pl2
haksit	haksit+V+TV+Ind+Prs+Pl1


haksen	haksit+V+TV+Ind+Prt+Sg1

Haksen	haksit+V+TV+Ind+Prt+Sg1

háiket	háikit+V+TV+Ind+Prs+Pl3
háiket	háikit+V+TV+Ind+Prt+Sg2
háiket	háikit+V+TV+Imprt+Pl2
háiket	háiket+V+IV+Inf
háiket	háiket+V+IV+Ind+Prs+Pl1
háiket	háiket+V+IV+Ind+Prs+Sg2

háikejin	háiket+V+IV+Ind+Prt+Sg1

hahpaštudden	hahpaštuddat+V+IV+Ind+Prt+Sg1

hahkat	hahkadit+V+TV+Imprt+ConNeg
hahkat	hahkadit+V+TV+Imprt+Sg2
hahkat	hahkadit+V+TV+Ind+Prs+ConNeg



háddjii	háddjet+V+TV+Ind+Prt+Sg3



háddjás	háddjái+A+Attr
háddjás	háddjái+A+Sg+Loc

haddelassáneamige	haddelassáneapmi+N+Sg+Acc+Foc/Neg-ge
haddelassáneamige	haddelassáneapmi+N+Sg+Acc+Foc/Pos-ge
haddelassáneamige	haddelassáneapmi+N+Sg+Gen+Foc/Neg-ge
haddelassáneamige	haddelassáneapmi+N+Sg+Gen+Foc/Pos-ge



gužže	gužžet+V+IV+VGen
gužže	gužžet+V+IV+Imprt+ConNeg
gužže	gužžet+V+IV+Imprt+Sg2
gužže	gužžet+V+IV+Ind+Prs+ConNeg
gužže	gužžet+V+IV+Ind+Prs+Sg3
gužže	gužžat+V+TV+Ind+Prs+Du1
gužže	gužžat+V+TV+Ind+Prt+Pl3



gužža	gužža+N+Sg+Nom

guvttiidlogu	guvttiidlohku+N+Sg+Acc
guvttiidlogu	guvttiidlohku+N+Sg+Gen

guvtteža	guvtteš+N+Sg+Acc
guvtteža	guvtteš+N+Sg+Gen

guvhllárušše	guvhlláruššat+V+IV+Ind+Prs+Du1
guvhllárušše	guvhlláruššat+V+IV+Ind+Prt+Pl3

guvhlláruššan	guvhlláruššat+V+IV+PrfPrc
guvhlláruššan	guvhlláruššat+V+IV+Actio+Gen
guvhlláruššan	guvhlláruššat+V+IV+Actio+Nom
guvhlláruššan	guvhlláruššat+V+IV+Ind+Prt+ConNeg

Guvhlláruššan	guvhlláruššat+V+IV+PrfPrc
Guvhlláruššan	guvhlláruššat+V+IV+Actio+Gen
Guvhlláruššan	guvhlláruššat+V+IV+Actio+Nom
Guvhlláruššan	guvhlláruššat+V+IV+Ind+Prt+ConNeg

guvhlláriin	guvhllár+N+Pl+Loc
guvhlláriin	guvhllár+N+Sg+Com

guvhllára	guvhllár+N+Sg+Acc
guvhllára	guvhllár+N+Sg+Gen




gusttat	gusta+N+Pl+Nom

gustovaš	gustovaš+A+Sg+Nom
gustovaš	gustovaš+A+Attr

Gustaw	Gustaw+N+Prop+Sem/Mal+Attr
Gustaw	Gustaw+N+Prop+Sem/Mal+Sg+Acc
Gustaw	Gustaw+N+Prop+Sem/Mal+Sg+Nom


guskkádávda	guskkádávda+N+Sg+Nom

gus	gus+Interj

gurutstáhta	gurutstáhta+v1+N+Sg+Nom
gurutstáhta	gurutstáhta+v1+N+Sg+Acc
gurutstáhta	gurutstáhta+v1+N+Sg+Gen

gurutgieđat	gurutgiehta+N+Pl+Nom
gurutgieđat	gurutgieđat+A+Sg+Nom
gurutgieđat	gurutgieđat+A+Sg+Acc+Err/Orth
gurutgieđat	gurutgieđat+A+Sg+Gen+Err/Orth
gurutgieđat	gurutgieđat+A+Attr


gurutbealli	gurutbealli+N+Sg+Nom

gurrosat	guoros+A+Pl+Nom
gurrosat	guoros+A+Comp+Attr
gurrosat	guoros+A+Comp+Sg+Nom
gurrosat	guorus+A+Pl+Nom
gurrosat	guorus+A+Comp+Attr
gurrosat	guorus+A+Comp+Sg+Nom

gurriime	gurret+V+TV+Ind+Prt+Du1

guovttesuorat	guovttesuorat+A+Sg+Nom
